Name,Category,Color,City,Lat,Lon
Puesto de Salud,Primary Care (Level 1),#2ecc71,Colombia,3.3836876,-76.4139116
E.S.E Centro de salud,Primary Care (Level 1),#2ecc71,Paya,5.6244966,-72.4237706
Oncólogos de Occidente,General Hospital (Level 2),#e67e22,Colombia,5.0362645,-75.4692721
Cruz Roja,Emergency/First Response,#f1c40f,Colombia,2.448576,-76.6022627
Maria Occidente,General Hospital (Level 2),#e67e22,Colombia,2.4568222,-76.6324646
María Antonia Toro de Elejalde,General Hospital (Level 2),#e67e22,Colombia,6.781953,-76.126547
La Alianza,Primary Care (Level 1),#2ecc71,Colombia,2.2641716,-76.8972552
Hospital Rafael Salgado,General Hospital (Level 2),#e67e22,Maripí,5.5498698,-74.0045199
Jaibaná IPS,Primary Care (Level 1),#2ecc71,Colombia,5.0504453,-75.4838976
Clínica Psiquiátrica San Juan de Dios,General Hospital (Level 2),#e67e22,Colombia,5.048769,-75.4926588
Hospital San camilo de Lelis,Primary Care (Level 1),#2ecc71,Colombia,6.7656684,-74.7944089
ESE Gameza,General Hospital (Level 2),#e67e22,Colombia,5.8021874,-72.8071092
Dirección de Sanidad Policial,Primary Care (Level 1),#2ecc71,Colombia,4.4431087,-75.2382595
Hospital de Caldas,General Hospital (Level 2),#e67e22,Colombia,5.0626296,-75.5004447
Clínica Ibagué,Primary Care (Level 1),#2ecc71,Colombia,4.4452574,-75.2393571
Unidad Médica Santa Lucía,Primary Care (Level 1),#2ecc71,Colombia,4.4443497,-75.2368944
Dispensario Médico,General Hospital (Level 2),#e67e22,Colombia,4.424666,-75.2487307
Puesto de salud Noanamito,Primary Care (Level 1),#2ecc71,Colombia,3.0775068,-77.5356282
Clínica de La Presentación,General Hospital (Level 2),#e67e22,Colombia,5.0658657,-75.5017008
ESE Hospital Departamental Universitario Santa Sofía de Caldas,High Complexity (Level 3/4),#e74c3c,Colombia,5.0579908,-75.5295842
Medical Center,General Hospital (Level 2),#e67e22,Colombia,2.331409,-72.6322785
Medical Center,General Hospital (Level 2),#e67e22,Colombia,2.3312772,-72.6323727
Medical Center,Primary Care (Level 1),#2ecc71,Colombia,3.6285257,-73.8017098
Caldono,General Hospital (Level 2),#e67e22,Colombia,2.7966289,-76.484561
Bolivar,General Hospital (Level 2),#e67e22,Colombia,1.836016,-76.9693491
Medical Center,General Hospital (Level 2),#e67e22,Colombia,6.1427729,-75.1858381
E.S.E. Centro de Salud Paramo,Primary Care (Level 1),#2ecc71,Colombia,6.4166049,-73.1689212
Intermedia de Santa Cruz,General Hospital (Level 2),#e67e22,Colombia,6.2934873,-75.5603249
Hospital San Carlos,General Hospital (Level 2),#e67e22,Colombia,3.2201173,-75.2445701
CLINICA SOS,Primary Care (Level 1),#2ecc71,Colombia,3.5286735,-76.2933635
Centro de Salud Potrero Grande,Primary Care (Level 1),#2ecc71,Colombia,3.4072066,-76.469931
IPS ESE Hospital Departamental San Rafael,High Complexity (Level 3/4),#e74c3c,Colombia,4.390009,-76.0721698
IPS ESE Hospital Departamental San Rafael - Centro de Salud La Paila,High Complexity (Level 3/4),#e74c3c,Colombia,4.3178751,-76.0715311
Hospital Pio XII,General Hospital (Level 2),#e67e22,Colombia,1.1906544,-76.974294
IPS ESE Hospital Departamental San Juan de Dios,High Complexity (Level 3/4),#e74c3c,Colombia,5.428824,-75.7031246
Hospital San Rafael,General Hospital (Level 2),#e67e22,Colombia,5.1660643,-75.7664511
ESE Hospital Ulpiano Tascón Quintero,General Hospital (Level 2),#e67e22,Colombia,3.993864,-76.2277831
IPS ESE Hospital San Marcos - Sede Arauca,Primary Care (Level 1),#2ecc71,Colombia,5.1095859,-75.7018954
IPS ESE Hospital San Vicente Ferrer,Primary Care (Level 1),#2ecc71,Colombia,4.1698216,-76.1666202
Hospital San Juan de Dios,General Hospital (Level 2),#e67e22,Colombia,5.3791838,-75.1664897
Puesto Salud Santa Rosa,General Hospital (Level 2),#e67e22,Colombia,5.5876916,-74.0535954
Ecografías 3D y 4D,Primary Care (Level 1),#2ecc71,Armenia,4.5475602,-75.6619084
Hospital Integrado San Antonio,General Hospital (Level 2),#e67e22,Puente Nacional,5.8789988,-73.6787447
Hospital Cajibío,General Hospital (Level 2),#e67e22,Colombia,2.6224737,-76.5683462
Centro de Salud Simón Bolívar,Primary Care (Level 1),#2ecc71,Colombia,4.5256947,-75.6396518
Cruz Roja,Emergency/First Response,#f1c40f,Colombia,4.5352571,-75.6389137
ESE Tierradentro (Oriente) - Inzá,General Hospital (Level 2),#e67e22,Colombia,2.5485448,-76.0619945
Comfama de Aranjuez,General Hospital (Level 2),#e67e22,Comuna 4 - Aranjuez,6.2832364,-75.5621753
Clínica La Enea,Primary Care (Level 1),#2ecc71,Colombia,5.0315122,-75.4672236
Clínica San Marcel,Primary Care (Level 1),#2ecc71,Colombia,5.0355169,-75.468264
IPS ESE Hospital San Marcos - Sede Chinchiná Principal,Primary Care (Level 1),#2ecc71,Colombia,4.9839687,-75.6104288
Clínica Diagnóstica Especializada Congregación Mariana,Primary Care (Level 1),#2ecc71,Colombia,6.2487699,-75.5606986
Centro de Fracturas La Orienta,Primary Care (Level 1),#2ecc71,Medellín,6.2522961,-75.5625835
Metrosalud La Cruz,General Hospital (Level 2),#e67e22,Comuna 3 - Manrique,6.2699394,-75.5367617
Clínica Tolima,General Hospital (Level 2),#e67e22,Colombia,4.441536,-75.2415225
Unimedit,Primary Care (Level 1),#2ecc71,Colombia,4.4459606,-75.2429664
CEDICAF,Primary Care (Level 1),#2ecc71,Colombia,4.8074881,-75.6903482
Pasbisalud IPS,Primary Care (Level 1),#2ecc71,Pereira,4.8123257,-75.7096571
Centro de Salud Comuneros,Primary Care (Level 1),#2ecc71,Colombia,4.1239647,-73.6268226
Hospital La Ceja,General Hospital (Level 2),#e67e22,La Ceja,6.0281999,-75.4313866
IPS ESE Hospital San Vicente de Paúl,Primary Care (Level 1),#2ecc71,Colombia,5.2250729,-75.7895295
Centro de Salud,Primary Care (Level 1),#2ecc71,Colombia,3.6577128,-76.2446551
centro zonal buga,General Hospital (Level 2),#e67e22,Colombia,3.920036,-76.2883854
Centro de Salud San Camilo,Primary Care (Level 1),#2ecc71,Colombia,6.2887954,-75.5868812
Centro de Salud de Santandercito- ESE Hospital SAT,Primary Care (Level 1),#2ecc71,Colombia,4.5946772,-74.3429384
Clínica Palma Real,General Hospital (Level 2),#e67e22,Palmira,3.5402713,-76.2974958
Hospital Militar,General Hospital (Level 2),#e67e22,Colombia,4.5571829,-75.6504532
Centro Odontologico San Martin,Specialized,#3498db,Colombia,5.0548115,-75.4865645
Horizontal dental,Primary Care (Level 1),#2ecc71,Colombia,5.0546893,-75.4868438
Medicos internistas de Caldas,Primary Care (Level 1),#2ecc71,Colombia,5.0543908,-75.4859422
Clínica Esimed,Primary Care (Level 1),#2ecc71,Colombia,5.0686412,-75.5149052
Hospital Claudio Benati,General Hospital (Level 2),#e67e22,Colombia,-0.9580753,-78.8965439
Medicol,Primary Care (Level 1),#2ecc71,Colombia,5.0544247,-75.4876468
clinics Santa Ana,Primary Care (Level 1),#2ecc71,Colombia,5.0552041,-75.4883301
IPS ESE Hospital San Marcos - Sede Palestina,Primary Care (Level 1),#2ecc71,Colombia,5.0170221,-75.6269909
San Juan de Dios,General Hospital (Level 2),#e67e22,Colombia,6.1586742,-75.3712128
Puesto De Salud Calima,Primary Care (Level 1),#2ecc71,Colombia,3.4856805,-76.5019876
Hospital Nuestro Señor de la Divina Misericordia,General Hospital (Level 2),#e67e22,Colombia,0.8796789,-77.5031745
Medical Center,General Hospital (Level 2),#e67e22,Colombia,5.7320646,-75.1441967
E.S.E Hospital La Merced,General Hospital (Level 2),#e67e22,Colombia,5.8462935,-76.0087764
Medicadiz La Samaria,General Hospital (Level 2),#e67e22,Colombia,4.4250516,-75.1762904
Hospital Carlos Holmes Trujillo,General Hospital (Level 2),#e67e22,Colombia,3.4187311,-76.4940955
IMI,Primary Care (Level 1),#2ecc71,Colombia,5.0616305,-75.4988159
Hospital San Rafael,General Hospital (Level 2),#e67e22,Angostura,6.8903698,-75.333956
Hospital San Martín de Porres,General Hospital (Level 2),#e67e22,Armenia,6.1587084,-75.7863086
Clínica Proinsalud S.A.,General Hospital (Level 2),#e67e22,Colombia,1.2185835,-77.2863693
Hospital Jose Cayetano Vasquez,General Hospital (Level 2),#e67e22,Colombia,5.9723255,-74.577794
Centro Médico Suroccidente,Primary Care (Level 1),#2ecc71,Colombia,4.4330856,-75.2431085
IPS ESE Hospital San José,Primary Care (Level 1),#2ecc71,Colombia,5.06525,-75.8699152
IPS ESE Hospital San Bernabé,Primary Care (Level 1),#2ecc71,Colombia,4.2130319,-76.1578236
Nueva eps,Primary Care (Level 1),#2ecc71,Colombia,3.4690166,-76.5115802
Drogas La Rebaja,General Hospital (Level 2),#e67e22,Colombia,3.3834001,-76.5205854
Santa Ana Hospital Infantil,General Hospital (Level 2),#e67e22,Colombia,6.2152267,-75.5715127
Hospital San Vicente de Paúl,General Hospital (Level 2),#e67e22,Paipa,5.7802835,-73.1201986
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud San Pedro Claver,Primary Care (Level 1),#2ecc71,Colombia,4.0919611,-76.2106671
Salud Norte,Primary Care (Level 1),#2ecc71,Colombia,3.4642699,-76.5033817
IPS SUR SALUD,Primary Care (Level 1),#2ecc71,Colombia,1.2037255,-77.2746417
Clínica Bellatriz,General Hospital (Level 2),#e67e22,Colombia,1.2301169,-77.2857758
IPS Comfandi Tuluá,Primary Care (Level 1),#2ecc71,Colombia,4.0875377,-76.2033785
IPS Proinsalud,Primary Care (Level 1),#2ecc71,Colombia,4.0835229,-76.1874224
IPS RTS Sucursal Tuluá,Primary Care (Level 1),#2ecc71,Colombia,4.0834772,-76.1871126
Centro Medico Clinico Cristobal Colon,Primary Care (Level 1),#2ecc71,Colombia,3.4231326,-76.5259908
Centro Hospital La Rosa,General Hospital (Level 2),#e67e22,Colombia,1.1919866,-77.2758552
Clinica Sanitas,Primary Care (Level 1),#2ecc71,Colombia,6.1908238,-75.5777406
Clínica Colón Universidad Santiago De Calí,Primary Care (Level 1),#2ecc71,Colombia,3.4210837,-76.5231738
IPS Cristóbal Colón,Primary Care (Level 1),#2ecc71,Colombia,3.4234652,-76.52561
Hogar Santa Inés Geriátrico,General Hospital (Level 2),#e67e22,Cali,3.4312741,-76.5373149
Centro Medico San José,General Hospital (Level 2),#e67e22,Cali,3.430577,-76.5375756
E.P.S Sanitas,General Hospital (Level 2),#e67e22,Colombia,3.4804242,-76.5048484
Clínica Cristo Rey,General Hospital (Level 2),#e67e22,Colombia,3.4625227,-76.5270505
Clínica Compostela,General Hospital (Level 2),#e67e22,Colombia,3.4616738,-76.5276926
E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,General Hospital (Level 2),#e67e22,Cali,3.4430717,-76.5101233
Centro Logístico Humanitario Cruz Roja Colombiana,Emergency/First Response,#f1c40f,Colombia,6.2280627,-75.5770215
Unidad Renal,Specialized,#3498db,Colombia,3.4150446,-76.539138
Labortorio Clinico,Primary Care (Level 1),#2ecc71,Colombia,3.4183722,-76.5454179
El Buen Samaritano,General Hospital (Level 2),#e67e22,Colombia,1.6049014,-76.9718785
Hospital Sagrado Corazón de Jesús,General Hospital (Level 2),#e67e22,Colombia,4.7515855,-75.9031571
IPS Instituto Vallecaucano de Oncología (IVAO),Specialized,#3498db,Colombia,4.0842626,-76.1889651
IPS Clínica San Francisco - Únidad de Salud Mental,Primary Care (Level 1),#2ecc71,Colombia,4.0838112,-76.1909808
IPS Fresenius Medical Care,Primary Care (Level 1),#2ecc71,Colombia,4.0834739,-76.1910634
IPS Clínica San Francisco - Torre Principal,Primary Care (Level 1),#2ecc71,Colombia,4.083713,-76.1904498
IPS Clínica San Francisco - Torre Consulta Externa,Primary Care (Level 1),#2ecc71,Colombia,4.0836449,-76.1910214
IPS Unidad Médica del Valle (UMEVA),Primary Care (Level 1),#2ecc71,Colombia,4.0838385,-76.1906801
IPS ESE Hospital Municipal Rubén Cruz Vélez - Sede Principal,Primary Care (Level 1),#2ecc71,Colombia,4.0920915,-76.2030914
IPS Clínica Oriente,Primary Care (Level 1),#2ecc71,Colombia,4.084976,-76.1924149
IPS ESE Hospital San Rafael - Puesto de Salud Villanueva,Primary Care (Level 1),#2ecc71,Colombia,4.9698099,-76.0389249
IPS ESE Hospital Santa Ana,Primary Care (Level 1),#2ecc71,Colombia,5.3158393,-75.7965632
IPS ESE Hospital San Lorenzo,Primary Care (Level 1),#2ecc71,Colombia,5.4503531,-75.6494427
IPS ESE Hospital San José,Primary Care (Level 1),#2ecc71,Colombia,5.6055458,-75.4516771
Centro de Salud Salud Santiago Apostol,Primary Care (Level 1),#2ecc71,Colombia,3.4231052,-76.515048
INSTITUTO CALDENSE DE PATOLOGIA,General Hospital (Level 2),#e67e22,Colombia,5.0609777,-75.4946823
Medical Center,General Hospital (Level 2),#e67e22,Colombia,2.2618812,-77.2457476
Hospital La Misericordia,General Hospital (Level 2),#e67e22,Colombia,4.5333089,-75.6408704
"Hospital ""Senén Arenas""",General Hospital (Level 2),#e67e22,Colombia,6.129547,-72.7085176
Clínica UMIT,Primary Care (Level 1),#2ecc71,Colombia,4.438733,-75.1996539
Hospital Luis Felipe Cabrera,General Hospital (Level 2),#e67e22,Colombia,2.5263202,-75.3185208
PUESTO DE SALUD,Primary Care (Level 1),#2ecc71,Colombia,2.4640324,-77.2399878
Salud SURA,General Hospital (Level 2),#e67e22,Colombia,6.2287433,-75.574097
Savia salud EPS,General Hospital (Level 2),#e67e22,Colombia,6.2271867,-75.5744281
Hospital María Inmaculada E.S.E,General Hospital (Level 2),#e67e22,Colombia,1.6195951,-75.6110509
U.S.I. de La Francia,Primary Care (Level 1),#2ecc71,Colombia,4.434368,-75.2245292
Hospital Comunal las Malvinas E.S.E,General Hospital (Level 2),#e67e22,Colombia,1.6121948,-75.6048406
Clínica Medilaser,Primary Care (Level 1),#2ecc71,Colombia,1.6077136,-75.6077691
Corpo Edica,Primary Care (Level 1),#2ecc71,Colombia,1.612817,-75.6150115
Hospital ESE Blanca Alicia Hernandez,General Hospital (Level 2),#e67e22,Albania,5.7591535,-73.913268
Medical Center,General Hospital (Level 2),#e67e22,Colombia,1.3281762,-75.8793022
Hospital San Antonio,General Hospital (Level 2),#e67e22,Colombia,3.6199617,-75.0888853
Hospital San Carlos,General Hospital (Level 2),#e67e22,Colombia,1.667172,-77.0122862
Clínica Somos,General Hospital (Level 2),#e67e22,Villavicencio,4.1382383,-73.6386107
Hospital Raul Orejuela Bueno,General Hospital (Level 2),#e67e22,Palmira,3.5363599,-76.2984287
Hospital César Uribe Piedrahíta,General Hospital (Level 2),#e67e22,Puerto Berrio,6.4885649,-74.4042339
Corporación IPS,Primary Care (Level 1),#2ecc71,Colombia,4.5323787,-75.6411194
HOSPITAL CAMILO RUEDA,Primary Care (Level 1),#2ecc71,Villanueva,6.6729514,-73.1748537
Sanitas,Primary Care (Level 1),#2ecc71,Colombia,2.4570803,-76.5979284
Florida Nueva,Primary Care (Level 1),#2ecc71,Comuna 11 - Laureles-Estadio,6.2500281,-75.5913828
Clínica Sebastian de Belalcazar,General Hospital (Level 2),#e67e22,Colombia,3.4548233,-76.5371898
Hospital San Juan de Dios,General Hospital (Level 2),#e67e22,Sonsón,5.7176605,-75.3101859
Hospital San Antonio de Soatá,General Hospital (Level 2),#e67e22,Colombia,6.1857152,-72.4724669
Puesto de atención medica,General Hospital (Level 2),#e67e22,Colombia,4.3262521,-74.3655345
Clínica Psicoterapeuta Trascender,Primary Care (Level 1),#2ecc71,Colombia,4.5319689,-75.6460989
Clínica Versalles - Sede San Marcos,Primary Care (Level 1),#2ecc71,Cali,3.4262505,-76.476725
Centro de Salud del Limonar,Primary Care (Level 1),#2ecc71,Colombia,6.1781268,-75.6441089
Centro de salud La Virginia,Primary Care (Level 1),#2ecc71,Colombia,4.4918569,-75.6443097
Hospital San Juan de Dios,General Hospital (Level 2),#e67e22,El Retiro,6.0560349,-75.5036228
Centro medicco-laboratorio clinico Olyma,Primary Care (Level 1),#2ecc71,Colombia,6.9082178,-75.0751779
E.S.E Hospital El Carmen de Amalfi,General Hospital (Level 2),#e67e22,Colombia,6.9109914,-75.0771873
Centro de salud Pueblo Tapao,Primary Care (Level 1),#2ecc71,Colombia,4.5159227,-75.7844391
Cruz Roja,Emergency/First Response,#f1c40f,chinchina,4.9889435,-75.6062645
IPS Dirección de Sanidad de la Policía Nacional - Sede Tuluá,Primary Care (Level 1),#2ecc71,Colombia,4.0717391,-76.1895453
Clínica Los Andes,General Hospital (Level 2),#e67e22,Colombia,1.227905,-77.2861318
Hospital San Rafael,General Hospital (Level 2),#e67e22,Colombia,1.2226473,-77.2924841
Fundación Hospital San Pedro,General Hospital (Level 2),#e67e22,Colombia,1.2247385,-77.2919763
Hospital San Juan de Dios,General Hospital (Level 2),#e67e22,Colombia,6.6448862,-75.459835
Medimas IPS,Primary Care (Level 1),#2ecc71,Dosquebradas,4.8286218,-75.6798892
Hospital San Francisco,General Hospital (Level 2),#e67e22,Colombia,4.4437204,-75.2271175
San Bernando,General Hospital (Level 2),#e67e22,Colombia,5.2971478,-75.5600371
IPS Únidad Pediátrica Integral (UPI),Primary Care (Level 1),#2ecc71,Colombia,4.0838502,-76.1893245
Medical Center,General Hospital (Level 2),#e67e22,Colombia,5.9561439,-72.9488338
Medical Center,General Hospital (Level 2),#e67e22,Colombia,-0.6965944,-78.8816657
IPS ESE Hospital Gonzalo Contreras,Primary Care (Level 1),#2ecc71,Colombia,4.53714,-76.1029649
URGENCIAS,Emergency/First Response,#f1c40f,Colombia,5.9720649,-74.5779375
Hospital JOSE CAYETANO VASQUEZ,General Hospital (Level 2),#e67e22,Colombia,5.9724333,-74.578077
Hospital Bolívar,General Hospital (Level 2),#e67e22,Bolívar,5.9856025,-73.7707683
IPS ESE Hospital Nuestra Señora de los Santos,Primary Care (Level 1),#2ecc71,Colombia,4.5253699,-76.0379943
E.S.E CENTRO DE SALUD SAN MIGUEL,Primary Care (Level 1),#2ecc71,San Miguel,6.5755252,-72.6440453
E.S.E. Centro de Salud Santa Bárbara,Primary Care (Level 1),#2ecc71,Colombia,6.9905471,-72.9067349
E.S.E Hospital San Juan de Dios,General Hospital (Level 2),#e67e22,San Vicente de Chucurí,6.8815395,-73.4096421
hospital señor de la misericordia,General Hospital (Level 2),#e67e22,Colombia,6.5065023,-72.5923692
HOSPITAL E.S.E DE ENCISO,General Hospital (Level 2),#e67e22,Colombia,6.6680652,-72.7001034
HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,General Hospital (Level 2),#e67e22,San José de Miranda,6.6595217,-72.7348989
Medical Center,General Hospital (Level 2),#e67e22,Colombia,6.8769545,-72.8550964
Hospital Juan Pablo II,General Hospital (Level 2),#e67e22,Aratoca,6.6961553,-73.0156851
Instituto de Salud Municipal Palmar,General Hospital (Level 2),#e67e22,Palmar,6.5379802,-73.2905904
Clinica Simulación Uninavarra,Primary Care (Level 1),#2ecc71,Colombia,2.9299748,-75.2882363
SAN JUAN DE DIOS,General Hospital (Level 2),#e67e22,Colombia,6.6393247,-73.2895552
Hospital San Rafael,General Hospital (Level 2),#e67e22,Colombia,6.7672641,-72.6932491
ESE Sanatorio de Contratacion,General Hospital (Level 2),#e67e22,Contratacion,6.2889504,-73.4735475
E.S.E. Hospital Integrado de Landázuri,General Hospital (Level 2),#e67e22,Colombia,6.2216114,-73.8088461
ESE HOSPITAL DEL CARMEN,General Hospital (Level 2),#e67e22,Colombia,6.701756,-73.5095648
Hospital San Bartolomé,General Hospital (Level 2),#e67e22,Colombia,6.5252326,-72.6934137
E.S.E Hospital Coromoro,General Hospital (Level 2),#e67e22,Coromoro,6.2937325,-73.042075
Puesto Salud Encino,General Hospital (Level 2),#e67e22,Encino,6.1382856,-73.0997933
Unidad Médica Molagavita,General Hospital (Level 2),#e67e22,Molagavita,6.6758056,-72.8077038
PUESTO DE SALUD SAN JUAN DE SAHAGUN,Primary Care (Level 1),#2ecc71,Colombia,6.6269374,-72.6258783
PUESTO DE SALUD,Primary Care (Level 1),#2ecc71,Colombia,6.8323923,-73.7122773
E.S.E San José,General Hospital (Level 2),#e67e22,VALLE DESAN JOSE,6.4454445,-73.1420539
Hospital Integrado San Roque,General Hospital (Level 2),#e67e22,Colombia,6.4416295,-73.3353788
Hospital Local,General Hospital (Level 2),#e67e22,Sucre,5.9190671,-73.7905981
Hospital San Roque de Curití,General Hospital (Level 2),#e67e22,curiti,6.6052977,-73.066518
Hospital Integrado de Cabrera,General Hospital (Level 2),#e67e22,Cabrera,6.5936662,-73.2469305
E.S.E. Centro de Salud San Cayetano de Confines,Primary Care (Level 1),#2ecc71,Confines,6.3554498,-73.2407576
Urgencias Leon XIII,Emergency/First Response,#f1c40f,Colombia,6.2668359,-75.5654957
Centro de Salud San Antonio,Primary Care (Level 1),#2ecc71,Colombia,6.8427721,-72.6945715
San Roque,General Hospital (Level 2),#e67e22,Güepsa,6.0242144,-73.5730491
Puesto de Salud,Primary Care (Level 1),#2ecc71,Colombia,5.9233996,-73.9212245
IPS Sanación y Vida Vivir (Contratista de Nueva EPS),Primary Care (Level 1),#2ecc71,Colombia,4.0841521,-76.1928269
IPS Clínica de Rehabilitación del Valle,Primary Care (Level 1),#2ecc71,Colombia,4.0841519,-76.1927193
Centro de Salud Lejanías Meta,Primary Care (Level 1),#2ecc71,LEJANIAS,3.5273111,-74.0191104
Medical Center,General Hospital (Level 2),#e67e22,Colombia,2.9411333,-73.2097079
Puesto de Salud,Primary Care (Level 1),#2ecc71,Colombia,5.8802752,-74.5667853
IPS ESE Salud Pereira - Puesto de Salud Altagracia,Primary Care (Level 1),#2ecc71,Colombia,4.739832,-75.7129664
Oncólogos del Occidente,Primary Care (Level 1),#2ecc71,Colombia,4.5421018,-75.6585724
Enfermería,General Hospital (Level 2),#e67e22,Colombia,4.334693,-74.3706829
Centro Salud Vegalarga,General Hospital (Level 2),#e67e22,Colombia,2.9456869,-75.0391662
Hospital Sagrado Corazón,General Hospital (Level 2),#e67e22,Norcasia,5.5739817,-74.8873768
Medical Center,General Hospital (Level 2),#e67e22,Colombia,4.0670452,-74.6864857
hospital Reina Sofia de España,General Hospital (Level 2),#e67e22,Colombia,4.8586816,-74.9169924
Hospital Educardo Santos nivel II,General Hospital (Level 2),#e67e22,Colombia,1.6044116,-77.1310288
Centro de Salud El Tablon de Gómez E.S.E,Primary Care (Level 1),#2ecc71,Colombia,1.425129,-77.0964349
Medical Center,General Hospital (Level 2),#e67e22,Colombia,5.0294225,-75.119002
Hospital La Virgen la Lourdes,General Hospital (Level 2),#e67e22,Colombia,1.3889235,-77.1541209
Hospital Presbitero Emigdio Palacio,General Hospital (Level 2),#e67e22,Colombia,6.5671455,-75.5180148
Hospital San Pedro de Cartago,General Hospital (Level 2),#e67e22,Colombia,1.5513608,-77.1199335
IPS ESE Hospital Local de Obando,Primary Care (Level 1),#2ecc71,Colombia,4.5776673,-75.9733084
Hospital Hilario Lugo,General Hospital (Level 2),#e67e22,Colombia,4.9646894,-74.4366381
Urgencias,Emergency/First Response,#f1c40f,Colombia,5.9885199,-72.9152432
Consultorios,Primary Care (Level 1),#2ecc71,Colombia,5.9883932,-72.9150791
Laboratorios,General Hospital (Level 2),#e67e22,Colombia,5.9885072,-72.9148931
Medical Center,General Hospital (Level 2),#e67e22,Colombia,4.5816422,-74.4453103
Puesto de salud,Primary Care (Level 1),#2ecc71,Colombia,3.4962239,-76.5771521
San Antonio de Lavega,General Hospital (Level 2),#e67e22,Colombia,4.9974106,-74.3407855
Hospital San Gabriel Arcangel,General Hospital (Level 2),#e67e22,Colombia,1.0299003,-76.6144507
coosalud,General Hospital (Level 2),#e67e22,Colombia,6.5002813,-72.7391204
Hospital San Rafael de El Espinal E.S.E,General Hospital (Level 2),#e67e22,Colombia,4.1523771,-74.8788354
puesto de salud,Primary Care (Level 1),#2ecc71,Colombia,4.2818233,-75.0250794
Centro Pediátrico Gabriel Alarcón,General Hospital (Level 2),#e67e22,Colombia,2.9350184,-75.2902077
Hospital San José de Mariquita,General Hospital (Level 2),#e67e22,Colombia,5.1940874,-74.8954016
HospitalSan Juan de Dios,General Hospital (Level 2),#e67e22,Colombia,5.1986306,-74.7505216
Hospital Sagrado Corazón de Jesús,General Hospital (Level 2),#e67e22,Jesús María,5.8760747,-73.783457
Unidad de Salud de Ibagué USI,General Hospital (Level 2),#e67e22,Colombia,4.4419499,-75.1954119
centro medico sacama,Primary Care (Level 1),#2ecc71,Colombia,6.0977625,-72.250744
centro medico sacama,Primary Care (Level 1),#2ecc71,Colombia,6.0976569,-72.2506035
Clinica Girardot,Primary Care (Level 1),#2ecc71,Girardot,4.2966436,-74.8035705
REDES Y TAM,Primary Care (Level 1),#2ecc71,Colombia,3.8956555,-76.3031286
Centro de Salud San Sebastián,Primary Care (Level 1),#2ecc71,Colombia,1.2898272,-77.3566904
CENTRO DE SALUD,Primary Care (Level 1),#2ecc71,Colombia,3.4809754,-73.7218405
Centro de rehabilitacion - Corporación Caminos,Primary Care (Level 1),#2ecc71,Colombia,3.4495586,-76.4956265
Hospital Louis Pasteur E.S.E,General Hospital (Level 2),#e67e22,Melgar,4.2022676,-74.6420923
Puesto de salud La Campana,Primary Care (Level 1),#2ecc71,Colombia,2.6262702,-76.2922659
Balance,Primary Care (Level 1),#2ecc71,Colombia,6.2116754,-75.55985
Clínica Bioforma,Primary Care (Level 1),#2ecc71,Colombia,6.1824447,-75.5645504
Centro medico Buenos Aires,General Hospital (Level 2),#e67e22,Colombia,6.242017,-75.5556743
Centro de Salud de Aranjuez,Primary Care (Level 1),#2ecc71,medellin,6.2850771,-75.5586784
Medical Center,Primary Care (Level 1),#2ecc71,Medellín,6.2247513,-75.5989123
Metrosalud- Unidad Hospitalaria,General Hospital (Level 2),#e67e22,Colombia,6.2291366,-75.5983056
Metrosalud- Unidad Hospitalaria,General Hospital (Level 2),#e67e22,Medellín,6.2293909,-75.5979057
Coopsana IPS -Sede Estadio,Primary Care (Level 1),#2ecc71,Colombia,6.2584063,-75.5929938
Centro Médico Narabema,Primary Care (Level 1),#2ecc71,Medellín,6.2530114,-75.5910744
Visión Total,Primary Care (Level 1),#2ecc71,Colombia,6.2508197,-75.5911899
Coosalud EPS,Primary Care (Level 1),#2ecc71,Comuna 11 - Laureles-Estadio,6.2506291,-75.5882102
CafeSalud,Primary Care (Level 1),#2ecc71,Comuna 11 - Laureles-Estadio,6.25303,-75.5887611
Sofina Clinic,Primary Care (Level 1),#2ecc71,Medellín,6.2107605,-75.5729357
Edifico Medical,Primary Care (Level 1),#2ecc71,Medellín,6.2063525,-75.5700468
INTERMEDICA Centro de Especialistas,Primary Care (Level 1),#2ecc71,Medellín,6.2061937,-75.5705209
Consultorios Clínica Medellín Torre Fundadores,Primary Care (Level 1),#2ecc71,Medellín,6.2068064,-75.5710207
INTERMEDICA Centro de Especialistas,Primary Care (Level 1),#2ecc71,Medellín,6.2065684,-75.5710734
Laboratorio Clínico Hematológico,Primary Care (Level 1),#2ecc71,Medellín,6.2064966,-75.5731474
Umma Especialistas,Primary Care (Level 1),#2ecc71,Medellín,6.2088393,-75.5747818
Torre Médica Las Américas,Primary Care (Level 1),#2ecc71,Medellín,6.2139529,-75.595759
Instituto del Corazón,Primary Care (Level 1),#2ecc71,Medellín,6.2430592,-75.5942378
Dentix,Primary Care (Level 1),#2ecc71,Medellín,6.244149,-75.5947379
Clínica del Amor,Primary Care (Level 1),#2ecc71,Medellín,6.2397694,-75.5953721
