Name,Type,Complexity,City,Latitude,Longitude
Centro de Diagnostico Citopatologico del Occidente Ltda,hospital,Medium,Colombia,3.4144642,-76.5378426
Servicios de Diagnostico Medico S.a.,hospital,Medium,Colombia,3.4620536,-76.5304884
Centro de Salud Puerto Mallarino,hospital,Medium,Colombia,3.4493999,-76.4800481
Unidad de Salud Ocupacional Ltda,hospital,Medium,Colombia,3.4617069,-76.5269372
REHABILITACIÓN IMPLANTOLOGIA Y ESTÉTICA ORAL E U,hospital,Medium,Colombia,3.4231958,-76.541161
PROVIDA # 8,hospital,Medium,Colombia,3.4720538,-76.5114726
CLÍNICA INTERNACIONAL DEL OZONO - PORTAL DA SAUDE I.P.S.,hospital,Medium,Colombia,3.4758944,-76.5239883
SERVICIOS MÉDICOS EMPRESARIALES LA TERMINAL,hospital,Medium,Santiago de Cali,3.4707825,-76.526235
Sentir Fisioterapia Avanzada Ltda,hospital,Medium,Colombia,3.4643832,-76.5295398
LABORATORIO CLÍNICO SAN MARTIN SEDE B,hospital,Medium,Colombia,3.4463297,-76.5006811
CENTRO RADIOLÓGICO ODONTOFACIAL CENTRIX,hospital,Medium,Colombia,3.4604317,-76.5313484
E.S.E. RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO HOSPITAL CAÑAVERALEJO,hospital,Medium,Colombia,3.4577556,-76.5336201
FUNDACIÓN PARA LA SALUD UNISALUD SEDE ORIENTE,hospital,Medium,Colombia,3.4206472,-76.4963963
Ips Comfandi Calipso,hospital,Medium,Colombia,3.4269784,-76.4996077
SONRÍA DAMA SALUD CALI CENTRO,hospital,Medium,Colombia,3.4512446,-76.5337422
ÁNGEL DIAGNOSTICA S.A. SEDE AV. DEL RIO,hospital,Medium,Colombia,3.4612971,-76.5257179
FISIOPRAXIS,hospital,Medium,Colombia,3.3989056,-76.5441152
GENOMICS,hospital,Medium,Colombia,3.4193204,-76.5419243
Unidad Medica Integral Ler Ltda,hospital,Medium,Colombia,3.4426557,-76.4951072
TRADI-SALUD LTDA (TRADICIONES EN SALUD LTDA) # 1,hospital,Medium,Colombia,3.4618655,-76.5255553
REHABILITAMOS,hospital,Medium,Colombia,3.4680285,-76.5286888
SERVICIOS DE LABORATORIOS CLÍNICO LTDA,hospital,Medium,Colombia,3.4821273,-76.521889
SALUD INTEGRAL IPS LTDA ODONTOLOGÍA,hospital,Medium,Colombia,3.4311481,-76.5376044
Centro Medico Burgos,hospital,Medium,Colombia,3.4524332,-76.4938781
PUESTO DE SALUD CRISTÓBAL COLON,hospital,Medium,Colombia,3.4233639,-76.5257288
MULTIOPTICAS # 1,hospital,Medium,Colombia,3.4145147,-76.5405225
Cefes Eu Centro de Fisioterapia Especializado,hospital,Medium,Colombia,3.4585994,-76.5331232
IPS Comfandi La Merced,hospital,Medium,Colombia,3.4832449,-76.5134932
CINCO ELEMENTOS CENTRO HOLÍSTICO & SPA,hospital,Medium,Colombia,3.4681122,-76.5317496
FUNDACIÓN DE APOYO A LA SOLIDARIDAD FAS,hospital,Medium,Colombia,3.4626358,-76.5250845
CLÍNICA DE OFTALMOLOGÍA DE CALI S.A. SEDE SANTA MÓNICA,hospital,Medium,Colombia,3.4681989,-76.5297933
ÓPTICA UNIVER ROOSEVELT,hospital,Medium,Colombia,3.4083804,-76.4949552
Centro de Biomedicina Reproductiva del Valle S.a.,hospital,Medium,Colombia,3.422534,-76.5447533
Ips Saludcoop Cali Centro,hospital,Medium,Colombia,3.4211177,-76.5459533
RADIOLOGÍA ESPECIALIZADA LIMITADA RADES LTDA,hospital,Medium,Colombia,3.462595,-76.5247732
Ame Cali,hospital,Medium,Colombia,3.4676265,-76.5257163
ESCENOGRAFÍA SAN JOSÉ GRUPO ESCENOGRÁFICO DEL SUR,hospital,Medium,Colombia,3.4300896,-76.5368941
PUESTO DE SALUD ALIRIO MORA BELTRÁN,hospital,Medium,Colombia,3.4329205,-76.4818888
Provisalud Ltda,hospital,Medium,Colombia,3.4122604,-76.4684832
FUNDACIÓN PARA LIMITACIONES MÚLTIPLES FULIM,hospital,Medium,Colombia,3.4242697,-76.4917339
Enfermeras Servicios Integrales Ltda,hospital,Medium,Colombia,3.4607108,-76.5326825
LA ÓPTICA DEL NORTE LTDA.,hospital,Medium,Colombia,3.4627539,-76.5304322
COOPERATIVA DE TRABAJO ASOCIADO FÉNIX SALUD CTA - FÉNIX SALUD CTA,hospital,Medium,Colombia,3.3927097,-76.5430702
FUNDACIÓN PARA LA ORIENTACIÓN FAMILIAR FUNOF CAPITULO CALI,hospital,Medium,Colombia,3.4800311,-76.5213147
NÉMESIS DENTAL GROUP,hospital,Medium,Colombia,3.4169349,-76.5413897
CLÍNICA DE ALERGIAS Y TERAPÉUTICAS ALTERNATIVAS FUNDALERGIAS LTDA,hospital,Medium,Colombia,3.4345682,-76.546119
CENTRO DESALUD MARROQUÍN CAUQUITA,hospital,Medium,Colombia,3.4277005,-76.48201
PROVIDA # 3,hospital,Medium,Colombia,3.4296722,-76.5207926
POLICLINICO Y LABORATORIO DE DIAGNOSTICO DEL SUR N. 2,hospital,Medium,Colombia,3.4103216,-76.5170577
IMAX RADIOLOGÍA ORAL SUR,hospital,Medium,Colombia,3.4559727,-76.5340276
CLÍNICA SANTIAGO DE CALI,hospital,Medium,Colombia,3.461728,-76.5277431
PUESTO DE SALUD LOS ÁLAMOS,hospital,Medium,Colombia,3.4849076,-76.5080566
JEES GESTIÓN COMERCIAL & CLÍNICAS ODONTOLÓGICAS,hospital,Medium,Colombia,3.4586689,-76.5282681
LA ÓPTICA LIMITADA SEDE IMBANACO,hospital,Medium,Colombia,3.4124656,-76.5413644
Puesto de Salud Polvorines,hospital,Medium,Colombia,3.3758742,-76.5562152
FUNDACIÓN HOGARES CLARET - CENTRO DE REEDUCACIÓN DE ADICTOS,hospital,Medium,Colombia,3.4596572,-76.533714
CENTRO DE RADIOLOGÍA ORAL Y MAXILOFACIAL,hospital,Medium,Colombia,3.4298512,-76.5106808
UNIDAD DE ATENCIÓN BÁSICA NORORIENTE,hospital,Medium,Colombia,3.4728043,-76.5077105
Centro de Salud Floralia,hospital,Medium,Colombia,3.4974825,-76.4918232
INSTITUTO DE GENÉTICA MEDICA CAROLINA ISAZA,hospital,Medium,Colombia,3.4615371,-76.5288764
ÓPTICA OCAMPO,hospital,Medium,Colombia,3.4476268,-76.5333508
CENTRO DE SALUD MANUELA BELTRÁN,hospital,Medium,Colombia,3.4275807,-76.4685758
Centro Medico Ip Salud Ltda,hospital,Medium,Colombia,3.4180652,-76.4940974
MÉDICOS EN SU CASA S.A.,hospital,Medium,Colombia,3.451727,-76.5374787
PROVIVIR LABORATORIO CLÍNICO SEDE PRINCIPAL,hospital,Medium,Colombia,3.41818,-76.4942122
Soto Limitada,hospital,Medium,Colombia,3.4579802,-76.53532
CENTRO DE SALUD TERRÓN COLORADO,hospital,Medium,Colombia,3.4499584,-76.5576754
Puesto de Salud Vista Hermosa,hospital,Medium,Colombia,3.4604973,-76.5857238
Sociedad Cardiovascular de Imbanaco,hospital,Medium,Colombia,3.4855171,-76.5205027
CENTRO DE REHABILITACIÓN ESPECIALIZADA CERES IPS LTDA,hospital,Medium,Colombia,3.4232298,-76.5406373
PUESTO DE SALUD LA CAMPIÑA,hospital,Medium,Colombia,3.483508,-76.5303831
Fisioter Ltda,hospital,Medium,Colombia,3.4649467,-76.5316162
Forma Vital de Colombia S.a.,hospital,Medium,Colombia,3.4653404,-76.5281085
OPTIKUS,hospital,Medium,Colombia,3.4724467,-76.521127
Comfenalco Valle,hospital,Medium,Colombia,3.4482809,-76.5328264
Puesto de Salud El Vergel,hospital,Medium,Colombia,3.4133027,-76.5007362
Ortho Clinic,hospital,Medium,Colombia,3.4705382,-76.5247992
Global Therapy,hospital,Medium,Colombia,3.4825661,-76.5280879
Sonrisalud E.u.,hospital,Medium,Colombia,3.4649631,-76.5303137
FUNDACIÓN SALUD HOMBRE,hospital,Medium,Cali,3.4669129,-76.5287411
GRUPO CARDIOLÓGICO DE LOS REMEDIOS SEDE SANTILLANA,hospital,Medium,Colombia,3.4604519,-76.5244259
RED DE SALUD DEL SURORIENTE ESE - PUESTO DE SALUD UNIÓN DE VIVIENDA POPULAR,hospital,Medium,Colombia,3.4094509,-76.5053782
Carmenza Flórez Estética Integral E.U.,clinic,Low,Colombia,3.4804532,-76.4990141
Salud Coomeva Medicina Prepagada S.a. Upp Tequendama,hospital,Medium,Colombia,3.4200521,-76.5451096
CENTRO MEDICO IMBANACO CMI SEDE No.7,hospital,Medium,Colombia,3.4199775,-76.5449272
Salud Familiar S.a. I. P.s.,hospital,Medium,Colombia,3.4234222,-76.5462552
PUESTO DE SALUD 7 DE AGOSTO,hospital,Medium,Colombia,3.4215013,-76.513226
CUERPO & COLOR CLÍNICA - SPA LTDA,hospital,Medium,Colombia,3.3980331,-76.5441003
ORGANIZACIÓN VACUNEMOS COLOMBIA S.A,hospital,Medium,Colombia,3.4383428,-76.5468154
COOPERATIVA DE TRABAJO ASOCIADO PARA LA INVESTIGACIÓN Y PROMOCIÓN DE LA SALUD - COMEDICA IPS SEDE NORTE,hospital,Medium,Colombia,3.4632201,-76.5233237
FUNDACIÓN OBRA SOCIAL SAN FRANCISCO DE PAULA DE LAS HERMANITAS DE LOS POBRES DE SAN PEDRO CLAVER,hospital,Medium,Colombia,3.436103,-76.4970493
CLÍNICA NUEVA SONRISA ALFONSO LÓPEZ E.U.,hospital,Medium,Colombia,3.4648943,-76.4837101
Puesto de Salud Petecuy Ii,hospital,Medium,Colombia,3.4793099,-76.4827291
Centro de Salud El Vallado,hospital,Medium,Colombia,3.4062775,-76.5025959
ROSEMBERT CENTER-CENTRO DE ESTÉTICA FACIAL Y CORPORAL,hospital,Medium,Colombia,3.4358675,-76.5235756
Laboratorio Bioimagen Ltda C.m.f. Versalles,hospital,Medium,Colombia,3.4658528,-76.5176171
PROVIVIR LABORATORIO CLÍNICO No.3,hospital,Medium,Colombia,3.4189596,-76.502899
"""CORPORACIÓN SERVICIO DE REHABILITACIÓN ANTONIETA FAGE """"SALUD EDUCACIÓN""""""",hospital,Medium,Colombia,3.410291,-76.5082381
CLÍNICA BASILIA S.A.,hospital,Medium,Colombia,3.4191156,-76.543916
Ser Ocupacional,hospital,Medium,Colombia,3.4872204,-76.5250734
ODONTOMEDIC,hospital,Medium,Colombia,3.4291943,-76.5270538
"""COOPERATIVA DE PROFESIONALES EN SALUD C.T.A . """"COOPENSALUD""""""",hospital,Medium,Colombia,3.4479492,-76.5353463
"""OPTOMETRAS PARA EL CUIDADO DE LA SALUD VISUAL COOPERATIVA INTEGRAL """"COOPVISUAL""""""",hospital,Medium,Colombia,3.4174722,-76.5422136
Servidoc S.a.,hospital,Medium,Colombia,3.4661649,-76.5253101
HOSPITALITO INFANTIL NIÑO DIOS,hospital,Medium,Colombia,3.4220137,-76.484108
CLINICENTRO CIUDAD JARDÍN,hospital,Medium,Colombia,3.3638957,-76.5332624
Puesto de Salud Sena,hospital,Medium,Colombia,3.4631942,-76.5037309
CLÍNICAS GERIÁTRICAS,hospital,Medium,Colombia,3.4359644,-76.5385619
City Dent Limitada,hospital,Medium,Colombia,3.4004046,-76.5397184
FUNDACIÓN DAR AMOR - FUNDAMOR,hospital,Medium,Colombia,3.309678,-76.5391303
CENTRO DE MEDICINA BIOLÓGICA DR. O`BYRNE Y CIA S. EN C.,hospital,Medium,Colombia,3.4361126,-76.5428048
Dentilaser Cali Limitada Sede Centro,hospital,Medium,Colombia,3.4522563,-76.532764
SINDICATO NACIONAL DE TRABAJADORES DE CARTÓN DE COLOMBIA - SINTRACARCOL,hospital,Medium,Colombia,3.4678255,-76.5241163
MEJÍA JIMÉNEZ & CIA,hospital,Medium,Colombia,3.4304724,-76.5429168
Provida # 2,hospital,Medium,Colombia,3.4491054,-76.5210417
Centro de Salud El Rodeo,hospital,Medium,Colombia,3.4357258,-76.5039804
LABORATORIO CLÍNICO SAN MARTIN SEDE E,hospital,Medium,Colombia,3.4100119,-76.5144942
ÓPTICA VALLE,hospital,Medium,Colombia,3.4519304,-76.5314964
CRC 124 ROOSEVELT,hospital,Medium,Colombia,3.4230461,-76.5412248
CORPORACIÓN IPS SALUDCOOP OCCIDENTE CLÍNICA SALUDCOOP CALI,hospital,Medium,Colombia,3.4540816,-76.5357952
Perinatologos Ltda,hospital,Medium,Colombia,3.4627502,-76.522526
PUESTO DE SALUD RICARDO BALCÁZAR,hospital,Medium,Colombia,3.4353797,-76.4905597
Previmedic S.a. Agencia Cali,hospital,Medium,Colombia,3.4427908,-76.4865481
Laboratorio Bioimagen Ltda Paso Ancho,hospital,Medium,Colombia,3.4094653,-76.5342439
FISIOTERAPIA - CENTRO ESPECIALIZADO E.U.,hospital,Medium,Colombia,3.4821516,-76.515584
Centro Medico Familiar Pasoancho Cruz Blanca Eps S.a.,hospital,Medium,Colombia,3.4095169,-76.5342272
Centro de Salud Santiago Rengifo,hospital,Medium,Colombia,3.4363698,-76.4982047
RED DE SALUD DEL SURORIENTE ESE - PUESTO DE SALUD MARIANO RAMOS,hospital,Medium,Colombia,3.40229,-76.5145937
LENTES Y MONTURAS SANTA MARÍA SALUD VISUAL IPS KM 30,hospital,Medium,Colombia,3.4253819,-76.4765147
CENTRO ODONTÓLOGOS ESPECIALISTAS,hospital,Medium,Colombia,3.4627721,-76.5240751
Cuidado Medico Integral E U,hospital,Medium,Colombia,3.4297876,-76.53589
Centro de Salud La Rivera,hospital,Medium,Colombia,3.4746807,-76.4903096
CRC 351 CALI LA 70,hospital,Medium,Colombia,3.4925974,-76.5171678
FUNDACIÓN PARA EL SERVICIO INTEGRAL DE ATENCIÓN MEDICA - FUNDACIÓN SIAM - SEDE CALI,hospital,Medium,Colombia,3.4063134,-76.4934689
FUNDACIÓN SERVICIOS INTEGRALES PARA LA MUJER SI MUJER,hospital,Medium,Colombia,3.457305,-76.5276464
CLÍNICA LOS ANDES S.A.,hospital,Medium,Colombia,3.4187107,-76.5416499
Inversiones Isaza y Osorio Scs,hospital,Medium,Colombia,3.4175007,-76.5399192
Centro Medico Ocupacional Santa Clara Limitada,hospital,Medium,Colombia,3.4628414,-76.5232181
Centro de Salud Ramiro Guerrero,hospital,Medium,Colombia,3.4363445,-76.5310162
Human Fine Limitada,hospital,Medium,Colombia,3.4192894,-76.5417523
BRACKET`S ODONTOLOGÍA INTEGRAL,hospital,Medium,Colombia,3.3979956,-76.53959
CENTRO ODONTOLÓGICO DEL VALLE LTDA,hospital,Medium,Colombia,3.4772771,-76.5256431
A A Splendor Center,hospital,Medium,Colombia,3.4172813,-76.5426037
LAFAM VISIÓN CENTER No.2,hospital,Medium,Colombia,3.4619255,-76.5286968
COOMEVA PREPAGADA - SINERGIA SALUD,hospital,Medium,Colombia,3.3756307,-76.5376709
Riesgos de Fracturas .a.,hospital,Medium,Colombia,3.4300771,-76.5368415
LABORATORIO CLÍNICO SAN MARTIN SEDE G,hospital,Medium,Colombia,3.4610046,-76.4817996
Centro de Reconocimiento de Conductores Avalamos Ltda,hospital,Medium,Colombia,3.4243731,-76.5406582
CENTRO ELECTRO AUDICTIVO NACIONAL AL SERVICIO DE LA REHABILITACIÓN LTDA.,hospital,Medium,Colombia,3.4785949,-76.5183328
UNIDAD DE ATENCIÓN BÁSICA SAN FERNANDO,hospital,Medium,Colombia,3.4348405,-76.5388449
CENTRO DIABETOLOGICO DEL VALLE LTDA - CEDIVA LTDA,hospital,Medium,Colombia,3.3914098,-76.5442174
C R C 350 AV. 3 NTE,hospital,Medium,Colombia,3.4487653,-76.5354381
Laboratorio Medico Dr. Guillermo Montes,hospital,Medium,Colombia,3.4632157,-76.5240844
CORPORACIÓN DE LUCHA CONTRA EL SIDA,hospital,Medium,Colombia,3.4240121,-76.540341
PROVIDA # 10,hospital,Medium,Colombia,3.4767294,-76.4859831
SALUD COOMEVA MEDICINA PREPAGADA S.A. UNIDAD DE PROMOCIÓN Y PREVENCIÓN,hospital,Medium,Colombia,3.4682233,-76.5298711
ÓPTICAS GMO T 24,hospital,Medium,Colombia,3.4531049,-76.5305733
Centro de Salud Panamericano,hospital,Medium,Colombia,3.4123618,-76.5331089
MULTIOPTICAS # 5,hospital,Medium,Colombia,3.4131897,-76.5409104
CLÍNICA ODONTOLÓGICA COMFANDI SANTA ROSA,hospital,Medium,Colombia,3.4480286,-76.5343016
Puesto de Salud Popular,hospital,Medium,Colombia,3.4726332,-76.5094972
A.SÁNCHEZ RADIÓLOGOS & CIA,hospital,Medium,Colombia,3.4628897,-76.5247942
CLÍNICAS MATIZZ,hospital,Medium,Colombia,3.42729,-76.5381137
HOSPITAL JOAQUÍN PAZ BORRERO,hospital,High,Comuna 7,3.4652723,-76.4822107
Puesto de Salud La Paz,hospital,Medium,Colombia,3.4549044,-76.560443
ÁNGEL DIAGNOSTICA S.A. SEDE LA MERCED,hospital,Medium,Colombia,3.4510272,-76.5363608
PROVIDA # 7,hospital,Medium,Colombia,3.4094999,-76.5171575
Coordinadora Medica de Salud Ips,hospital,Medium,Colombia,3.4161174,-76.5406531
Salud Ocupacional y Medicinas Alternativas,hospital,Medium,Colombia,3.46429,-76.5238701
Ips Saludcoop Cali Sur,hospital,Medium,Colombia,3.3981303,-76.5386809
HUBERT RUIZ ÓPTICA LTDA,hospital,Medium,Colombia,3.4613508,-76.5321096
FISIOVIDA LTDA CENTRO DE REHABILITACIÓN FUNCIONAL Y ACONDICIONAMIENTO FÍSICO,hospital,Medium,Colombia,3.3995192,-76.5413244
VISIÓN 20/20 S.A. ÓPTICA LAFAM,hospital,Medium,Colombia,3.4623664,-76.5292587
Centro Fisioterapia Gran Limonar Ltda,hospital,Medium,Colombia,3.4001058,-76.5436438
CENTRO DE ESTÉTICA FACIAL Y CORPORAL WORLD TV # 1,hospital,Medium,Colombia,3.4786785,-76.5254876
Centro Medico Ocupacional Porvenir Ltda,hospital,Medium,Colombia,3.4695905,-76.5229869
Salud y Vitalidad S A,hospital,Medium,Colombia,3.3987401,-76.5408609
PUESTO DE SALUD EL DIVINO NIÑO,hospital,Medium,Colombia,3.4163568,-76.5257568
CORAZÓN Y AORTA,hospital,Medium,Colombia,3.4355126,-76.5414909
Puesto de Salud Bella Vista,hospital,Medium,Colombia,3.4460122,-76.5530266
Dental World Cali E.u.,hospital,Medium,Colombia,3.4134463,-76.5343561
ORTHODONTPLUS,hospital,Medium,Colombia,3.3966003,-76.538311
Ips Saludcoop Cali Norte,hospital,Medium,Colombia,3.4756538,-76.5191047
ÓPTICA PROFESIONAL ELECTRÓNICA ELECTROVISION LTDA,hospital,Medium,Colombia,3.4629592,-76.5314945
Puesto de Salud Los Lagos,hospital,Medium,Colombia,3.4268607,-76.4875526
CLÍNICA ORIENTE LTDA SEDE VILLACOLOMBIA,hospital,Medium,Colombia,3.4474812,-76.4990705
Puesto de Salud La Primavera,hospital,Medium,Colombia,3.423344,-76.5084555
IPS PUNTO DE SALUD ASISTENCIA MEDICA Y ODONTOLÓGICA LA FLORA,hospital,Medium,Colombia,3.4768331,-76.5247855
Ser Conductor Cali,hospital,Medium,Colombia,3.4644527,-76.5293794
CLÍNICA DE OFTALMOLOGÍA DE CALI S.A. SEDE EL PRADO,hospital,Medium,Colombia,3.4358606,-76.5170252
PUESTO DE SALUD ALTO NÁPOLES,hospital,Medium,Colombia,3.384121,-76.5597329
"""FUNDACIÓN IDEAL PARA LA REHABILITACIÓN INTEGRAL """"JULIO H CALONJE""""""",hospital,Medium,Colombia,3.4504051,-76.5002316
PROVIDA # 5,hospital,Medium,Colombia,3.4554587,-76.4802816
GRUPO DE ESPECIALISTAS EN CIRUGÍA ENDOSCÓPICA - GECE LTDA,hospital,Medium,Colombia,3.4547546,-76.5276374
Corporación Ips Chipichape,hospital,Medium,Colombia,3.4772342,-76.5255261
DARPACOL,hospital,Medium,Colombia,3.4169104,-76.5431652
PUESTO DE SALUD ALFONSO BONILLA ARAGÓN,hospital,Medium,Colombia,3.4324585,-76.4812221
Medes Centro de Medicinas Alternativas,hospital,Medium,Colombia,3.4072334,-76.5393793
Casanar S A,hospital,Medium,Colombia,3.4510343,-76.5525531
CENTRO DE ORTOPEDIA Y FRACTURAS SEDE No.2,hospital,Medium,Colombia,3.4605575,-76.5267696
"""EMERGENCY MEDICAL SERVICE """"PARAMÉDICOS EMS EAT""""""",hospital,Medium,Colombia,3.4614619,-76.5311449
IPS PUNTO DE SALUD ASISTENCIA MEDICA Y ODONTOLÓGICA EL LIMONAR,hospital,Medium,Colombia,3.3980275,-76.5443544
Policlinico y Laboratorio de Diagnostico del Sur E. U.,hospital,Medium,Colombia,3.4279705,-76.5412276
SALUD ARMONÍA Y BELLEZA SPA LTDA U,hospital,Medium,Colombia,3.4025966,-76.5423916
OFTALMÓLOGOS ESPECIALIZADOS IPS SA - OFTALMOS I.P.S.,hospital,Medium,Colombia,3.4098484,-76.5395743
Servicios de Ambulancia Al Paciente,hospital,Medium,Colombia,3.4248559,-76.5293225
MACRODENT,hospital,Medium,Colombia,3.4700477,-76.4959675
CLÍNICA DE ORTODONCIA Y ODONTOLOGÍA ESTÉTICA COES LTDA,hospital,Medium,Colombia,3.4021423,-76.5265432
Puesto de Salud Chorro Azul,hospital,Medium,Colombia,3.4322293,-76.4940558
CENTRO DE ESPECIALISTAS CLÍNICA VERSALLES S.A.,hospital,Medium,Colombia,3.4625433,-76.530011
Nueva Eps Ips Villacolombia,clinic,Low,Colombia,3.4524989,-76.5004528
PROVIDA # 14,hospital,Medium,Colombia,3.4528025,-76.5384739
CENTRO DE ORTODONCIA Y ODONTOLOGÍA ESTÉTICA LTDA,hospital,Medium,Colombia,3.4518213,-76.533913
Centro de Salud Diego Lalinde,hospital,Medium,Colombia,3.4461785,-76.5006357
Renacimiento Medical Hair Center Ltda,hospital,Medium,Colombia,3.4355407,-76.5473
CENTRO DE MEDICINA BIOLÓGICA SANARTE,hospital,Medium,Colombia,3.4286789,-76.5331882
SERVICIOS DE SALUD CLÍNICA Y OCUPACIONAL,hospital,Medium,Colombia,3.4302848,-76.5377174
"""ASOCIACIÓN PROBIENESTAR DE LA FAMILIA COLOMBIANA """" PROFAMILIA CALI""""""",hospital,Medium,Colombia,3.4626278,-76.5265007
SERVICIOS COMPLEMENTARIOS DE SALUD - SCS,hospital,Medium,Colombia,3.410625,-76.4911687
Oral Center,hospital,Medium,Colombia,3.421199,-76.5303162
FITNESSPARK CENTRO DE ACONDICIONAMIENTO Y PREPARACIÓN FÍSICA,hospital,Medium,Colombia,3.3981627,-76.5433722
Alternativas En Salud,hospital,Medium,Colombia,3.4607274,-76.5307704
MÉDICOS SAN JOSÉ,hospital,Medium,Colombia,3.4674254,-76.5258948
Sonreire Ltda,hospital,Medium,Colombia,3.393635,-76.5426719
Puesto de Salud San Luis I,hospital,Medium,Colombia,3.4815412,-76.4878279
Aga Fano Fabrica Nacional de Oxigeno Sa,hospital,Medium,Colombia,3.3958087,-76.5390779
Centro Medico Cemed,hospital,Medium,Colombia,3.4449178,-76.5024869
SERSALUD #1,hospital,Medium,Santiago de Cali,3.4698503,-76.5261945
Puesto de Salud Comuneros I,hospital,Medium,Colombia,3.4108727,-76.4918368
Aaa Estar Bien Spa,hospital,Medium,Colombia,3.4235821,-76.5409644
Centro de Salud Agua Blanca,hospital,Medium,Colombia,3.4317972,-76.5185646
Biocep Ltda,hospital,Medium,Colombia,3.4673406,-76.4962846
CLÍNICA EXCELLENCE S.A.,hospital,Medium,Colombia,3.3641661,-76.5342132
Puesto de Salud Poblado Ii,hospital,Medium,Colombia,3.4169675,-76.4902161
CLÍNICA CANDELARIA SIES SALUD,hospital,Medium,Colombia,3.4609272,-76.527693
Instituto Medico Cubano,hospital,Medium,Colombia,3.438113,-76.546865
PROVIDA # 4,hospital,Medium,Colombia,3.444655,-76.5080241
CLÍNICA NUEVA SONRISA S.A. CLINIDENT,hospital,Medium,Colombia,3.3849524,-76.5393008
Salud Auditiva Empresarial Ltda. Sae Ltda.,hospital,Medium,Colombia,3.4126056,-76.5315956
LABORATORIO CLÍNICO CENTRO COMERCIAL CALIMA,hospital,Medium,Calima,3.485181,-76.4974602
Uba Coomeva Tequendama,hospital,Medium,Colombia,3.4198025,-76.5428157
LABORATORIO CLÍNICO SAN MARTIN SEDE J,hospital,Medium,Colombia,3.4284249,-76.5114888
VÍA SALUD LIMITADA CALI,hospital,Medium,Colombia,3.407914,-76.5446846
CENTRO MEDICO SAN NICOLÁS Y CIA,hospital,Medium,Colombia,3.4536937,-76.527369
LABORATORIO ÁLVAREZ SINISTERRA Y CIA LTDA,hospital,Medium,Colombia,3.4682195,-76.5254315
PUESTO DE SALUD ALFONSO LÓPEZ III,hospital,Medium,Colombia,3.4559503,-76.4810601
Funcrear de Occidente,hospital,Medium,Colombia,3.4360979,-76.5474194
PUESTO DE SALUD BELÉN,hospital,Medium,Colombia,3.4263381,-76.5535513
Vident Plus,hospital,Medium,Colombia,3.3980018,-76.5408527
Holistica Unidad de Medicina Integral,hospital,Medium,Colombia,3.432641,-76.5409949
Puesto de Salud Petecuy Iii,hospital,Medium,Colombia,3.4476365,-76.4822028
Clinic Dent Ips Ltda.,hospital,Medium,Colombia,3.4298875,-76.5336306
SU ÓPTICA,hospital,Medium,Colombia,3.41874,-76.5392125
Hospital Manuel Uribe Angel,hospital,High,Colombia,6.1668147,-75.5800586
Centro Salud Pandiaco,hospital,Medium,Colombia,1.2306693,-77.2880904
Centro de salud Assbasalud,hospital,Medium,Manizales,5.0636619,-75.5093686
Hospital Departamental,hospital,Medium,Colombia,3.5473831,-73.6970794
IPS ESE Salud Pereira - Puesto de Salud Morelia,hospital,Medium,Colombia,4.7733673,-75.7585559
Clínica Gómez Arbeláez,clinic,Low,Colombia,4.5450949,-75.6608292
Nueva EPS,hospital,Medium,Armenia,4.5452383,-75.6629231
Clínica La Providencia,hospital,Medium,Colombia,4.5514053,-75.6593265
Ese Norte Iii,hospital,Medium,Colombia,3.2272827,-76.4213535
Nueva EPS,hospital,Medium,Colombia,4.4355209,-75.2121608
Centro de Salud,hospital,Medium,Colombia,1.26982,-77.3362544
Hospital Andrés Girardot,hospital,Medium,Colombia,6.4637758,-72.413463
Medical Center,hospital,Medium,Colombia,6.2615485,-75.5611069
Clínica Flavio Restrepo,hospital,Medium,Colombia,5.0511647,-75.4851017
Clínica Santa Ana,hospital,High,Colombia,5.0551918,-75.4881897
Clínica Santillana,hospital,High,Colombia,5.0605252,-75.4917792
Hospital de Caloto,hospital,Medium,Colombia,3.0322424,-76.4090205
Clínica Valle de Atriz,hospital,High,Colombia,1.2176306,-77.2829069
Hospital San Juan de Dios,hospital,High,Colombia,6.1742041,-75.3394911
Medical Center,hospital,High,Colombia,4.9813626,-75.6995855
Centro Médico Nueva Vida,hospital,Medium,Colombia,6.2840212,-75.5842167
Los Angeles IPS,hospital,Medium,Colombia,1.2178131,-77.2776719
Los Angeles IPS,hospital,Medium,Colombia,1.2179316,-77.2776287
E.S.E. Centro Hospital Consacá,hospital,High,Colombia,1.2081025,-77.4689118
E.S.E. Centro de Salud Juan Pablo II,hospital,High,Colombia,1.3485646,-77.5230834
Serad,clinic,Low,Medellín,6.260079,-75.561627
Unidad Médica Sede 1,hospital,Medium,Colombia,5.0113278,-74.4710521
Unidad Médica Sede Principal,hospital,Medium,Colombia,5.0110925,-74.4710397
Unidad Médica Sede 2,hospital,Medium,Colombia,5.0103655,-74.4727334
Hospital Departamental San Antonio,hospital,High,Roldanillo,4.4046194,-76.1521144
Centro de Salud Loreto,clinic,Low,Colombia,6.2331177,-75.5559039
Hospital La Buena Esperanza,hospital,High,Colombia,3.5814882,-76.4917322
Centro medico Versalles,hospital,Medium,Colombia,3.58299,-76.4901799
