Name,Type,Complexity,City,Latitude,Longitude
Clínica Santa Isabel,hospital,High,Colombia,3.5819197,-76.4915234
SOS Comfandi,hospital,High,Colombia,3.5818121,-76.4872026
Centro Médico de Yumbo,hospital,Medium,Colombia,3.5814802,-76.4915827
Medical Center,hospital,Medium,Colombia,5.0709076,-74.6018579
NARIÑO,clinic,Low,Colombia,3.0005867,-76.4890689
IPS Clínica Guadalajara,hospital,High,Colombia,3.8953398,-76.3044126
Profamilia,hospital,Medium,Colombia,3.4628462,-76.5265216
Clinica Servimedicos,hospital,Medium,Colombia,4.1422713,-73.6404274
Centro de Especialistas,hospital,Medium,Colombia,4.1420867,-73.6409424
Cruz Roja Colombiana,hospital,Medium,Colombia,4.1536461,-73.6362807
E.S.E. Centro de Salud Floresta,hospital,High,Floresta,5.8599011,-72.9182763
E.S.E Maria Auxiliadora,hospital,High,Colombia,2.191282,-75.6236059
Nueva EPS,clinic,Low,Colombia,3.4733074,-76.5067475
Sigma,clinic,Low,Colombia,3.4726536,-76.5201576
ESE Hospital La Vega,hospital,Medium,Colombia,2.0007342,-76.7760452
Hospital Materno Infantil,hospital,High,Colombia,3.699761,-76.4422914
IPS Sinergia Salud,hospital,Medium,Colombia,4.0838209,-76.1948204
AsmetSalud,hospital,Medium,Armenia,4.5522056,-75.6581342
Oncomedic Sede II Salud@rte,hospital,Medium,Ibague,4.4379446,-75.218961
Saludcoop Laureles,clinic,Low,Colombia,6.2436264,-75.5929633
puesto de salud,hospital,Medium,Colombia,2.9765451,-73.6748664
Centro Medico Especialista Santa Barbara,hospital,Medium,Colombia,3.9849428,-73.7604304
Hospital Gonzalo Gónzalez Ochoa,hospital,High,San Andrés de Cuerquia,6.9189754,-75.6735533
Centro de Salud - Pinares de Oriente,clinic,Low,Colombia,6.2434231,-75.5404091
Hospital Santa Ana de los Caballeros,hospital,High,Colombia,4.7985715,-75.996733
IPS Comfacauca,clinic,Low,Colombia,3.2340532,-76.4239009
Centro de salud El Rosal,clinic,Low,Colombia,2.7622215,-76.9111681
San Roque,hospital,Medium,Colombia,4.3899067,-75.6870912
Hospital Paez,hospital,Medium,Colombia,2.645479,-75.9713591
Jaibaná IPS principal,hospital,Medium,Colombia,5.0567584,-75.4880473
Llano Salud,hospital,Medium,Colombia,3.1237435,-73.751615
Hospital Local,hospital,Medium,Colombia,3.1213363,-73.7522498
Consultorio Odontológico,hospital,Medium,Colombia,3.1241697,-73.7525268
Centro de Salud,hospital,Medium,Colombia,1.3282372,-75.8791375
Centro de Fisioterapia Kinesis,clinic,Low,Jamundi,3.2682946,-76.5367268
Puesto de salud,clinic,Low,Colombia,2.5822994,-76.046013
E.S.E. Salud del Tundama,hospital,Medium,Colombia,5.8335009,-73.0257029
Restaurante Centro Rehabilitación Hfps,hospital,Medium,Santander de Quilichao,2.9627129,-76.4611553
Centro de Salud Mosoco,clinic,Low,Colombia,2.719699,-76.1482895
Clínica Santa Gertrudis,hospital,Medium,Colombia,6.1686318,-75.5818312
La Sierra,hospital,Medium,Colombia,2.1806373,-76.7616442
Sucre,hospital,Medium,Colombia,2.0376312,-76.925959
IPS ESE Hospital San Vicente de Paúl,hospital,High,Colombia,5.2982542,-75.8833093
Centro de Salud COLSUBSIDIO,hospital,Medium,Colombia,5.8308703,-73.0344267
Puesto de Salud Timba,clinic,Low,Colombia,3.1152562,-76.6261592
Servisalud,clinic,Low,Colombia,5.9637188,-75.9798198
Hospital Piendamó,hospital,Medium,Colombia,2.6487803,-76.5363606
Puesto de Salud Bamboleo,clinic,Low,Colombia,2.1112356,-76.8064881
Lerma,clinic,Low,Colombia,1.9759991,-76.9559141
Puesto de Salud Saladito,hospital,Medium,Colombia,3.4821208,-76.6061327
Hospital Paispamba,hospital,Medium,Colombia,2.2550623,-76.6152688
Hospital,hospital,Medium,Colombia,1.7962647,-77.1631757
Cosmitet,clinic,Low,Colombia,1.7964224,-77.1640328
Florencia,hospital,Medium,Colombia,1.6835173,-77.0720013
Medical Center,clinic,Low,Colombia,2.4550979,-76.811062
Droguería Santa Monica,hospital,Medium,Cali,3.4386228,-76.4926673
Hospital Silvia,hospital,Medium,Colombia,2.6108828,-76.3828647
Hospital del Rosario,hospital,Medium,Colombia,2.6915898,-75.3219106
IPS Labor Médica,clinic,Low,Colombia,2.1157752,-76.9840105
Salucoop,clinic,Low,Colombia,2.1154139,-76.9848815
Hospital de Suarez,hospital,Medium,Colombia,2.9534037,-76.6961525
Ips Aic,clinic,Low,Colombia,3.2496049,-76.2289188
IPS Comfacuca,clinic,Low,Colombia,3.2599028,-76.2275689
IPS Salud Flor,clinic,Low,Colombia,3.253213,-76.229983
Miranda,hospital,Medium,Colombia,3.2536979,-76.2278769
Centro de Salud Sabaleta,clinic,Low,Colombia,1.1372644,-76.1763147
Cruz Roja Colombiana Unidad Mpal Miranda Cauca,hospital,High,Miranda Cauca,3.2532316,-76.2303006
IPS ESE Hospital San Antonio de Padua,hospital,High,Colombia,2.3932264,-75.8856203
Hospital,hospital,Medium,Colombia,3.8328073,-73.6863918
Universidad Pascual Bravo,hospital,Medium,Colombia,6.2749027,-75.5875358
El Retorno,hospital,Medium,Colombia,2.3312367,-72.6323616
Cruz Roja,hospital,Medium,Colombia,4.9368914,-75.7361028
IPS Universitaria - Sede Prado,clinic,Low,Colombia,6.2611556,-75.5653804
Hospital Francisco de paula Santander,hospital,Medium,Colombia,3.0047763,-76.4829172
Puesto de Salud Arbela,clinic,Low,Colombia,2.1435356,-76.7728251
Cruz Roja,hospital,Medium,Santa Rosa De Cabal,4.865846,-75.6170243
Hospital Santa Margarita,hospital,High,La Cumbre,3.6512552,-76.569241
Hospital San Antonio de Padua,hospital,Medium,Colombia,2.2553525,-75.7679567
hospital santa teresa,hospital,Medium,Colombia,2.4838005,-75.727945
IPS ESE San Sebastian,hospital,Medium,Colombia,2.3934242,-75.8903761
Hospital San Vicente de Paul - Río Negro,hospital,High,Colombia,6.1528652,-75.4347573
Hospital San José,hospital,Medium,Colombia,1.081994,-77.6152641
hospital ESE Tulia Duran De Borrero,hospital,Medium,Colombia,3.1515709,-75.0554431
ESE Hospital San Pedro,hospital,Medium,Sabanalarga,6.8485745,-75.8166575
Centro de Salud El Salvador,clinic,Low,Colombia,6.2379305,-75.5606633
Hospital Santa Ana,hospital,Medium,Colombia,4.3399973,-76.1841738
Respirar Unidad Pediátrica,clinic,Low,Colombia,4.7515346,-75.9147679
Saludcoop,hospital,Medium,Colombia,1.6120579,-75.6104477
Sede Consulta Externa - Hospital Regional de San Gil,hospital,High,Zona de Partipación Vecinal: Vegas del Fonce,6.5548138,-73.1455297
hermanitas hospitalarias del sagrado corazón,clinic,Low,Colombia,6.2594164,-75.5619578
Fundación Hogar Claret,hospital,Medium,Comuna 8,6.2395446,-75.5274183
Hospital San juan de Dios,hospital,Medium,Colombia,6.0587743,-75.1868305
basurero,hospital,Medium,Colombia,6.2937784,-75.5396995
Medical Center,hospital,Medium,Colombia,6.2933251,-75.5385274
Cafesalud Atención Usuario,clinic,Low,Colombia,4.1402238,-73.6379321
Urgencias Hospitalarias,hospital,Medium,Colombia,6.0587177,-75.1868998
Mamá Dominga,hospital,Medium,Colombia,2.6313507,-76.3433883
Clínica San Juan de Dios,clinic,Low,La Ceja,6.0432912,-75.4280094
Puesto de salud de Villagorgona,hospital,Medium,Colombia,3.3946438,-76.3869609
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud Bosques de Maracaibo,hospital,Medium,Colombia,4.1045985,-76.2058282
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud La Independencia,hospital,Medium,Colombia,4.0990322,-76.2036638
Impronta,clinic,Low,Colombia,3.4333883,-76.5398684
AUDIFARMA,clinic,Low,Colombia,3.5285013,-76.3018414
Ortapedica Gomez. Calle 44 #18-19 032-3714939,clinic,Low,Colombia,3.44238,-76.502213
IPS Reina Isaber. Carr 43 Cll 5b #43-12.,clinic,Low,Colombia,3.4200007,-76.5462373
Ortopédica San Carlos,clinic,Low,Colombia,3.4307858,-76.5407726
Fisio Salud,hospital,Medium,Colombia,3.5321478,-76.294792
Fundación Especializada en Desarrollo Infantil,clinic,Low,Colombia,3.54088,-76.2932842
Hospital del Villavieja,hospital,Medium,Colombia,3.2196606,-75.2196511
Servicio Occidental de Salud - SOS EPS,clinic,Low,Colombia,3.5285712,-76.2965467
Saludcom IPS,clinic,Low,Colombia,3.5299648,-76.2994486
Clínica Palmira,clinic,Low,Colombia,3.5289482,-76.3012785
IPS CafeSalud,clinic,Low,Colombia,3.4684085,-76.5292154
Medical Center,hospital,Medium,Colombia,6.2332484,-75.1571026
Hospital Juan Pablo II,hospital,Medium,Colombia,6.6960522,-73.0157401
Medical Center,hospital,Medium,Colombia,4.444439,-75.2327285
Maria Antonia Toro de Elejalde,hospital,Medium,Frontino,6.7706081,-76.1321005
Santa sofia,clinic,Low,Colombia,1.9098401,-75.1548763
Morgue del Hospital,hospital,Medium,Colombia,2.1980828,-75.6314066
Centro de Salud Palermo,hospital,Medium,Colombia,5.8965553,-73.1931961
Clínica de fracturas y ortopedia,clinic,Low,Colombia,2.9360566,-75.2891209
Clínica Multisentido,clinic,Low,Colombia,4.6250646,-74.4691925
Hospital Sumapaz - Icononzo Tolima,hospital,High,Colombia,4.1777923,-74.5304614
Punto de atención Coconuco,hospital,Medium,Colombia,2.3433451,-76.4959018
IPSI Namoy Wasr,clinic,Low,Colombia,2.5116386,-76.4026995
IPSI Totoguampa,hospital,Medium,Colombia,2.5107916,-76.4048945
Cafe Salud,hospital,Medium,Colombia,5.9367846,-73.6124415
Remy ips Medellín,clinic,Low,Colombia,6.2577427,-75.5637284
Hospital Nuestra Señora del Carmen,hospital,Medium,Colombia,4.5815948,-74.445267
Hospital San Francisco de Asís,hospital,Medium,San Francisco,5.9641087,-75.1016321
E.S.E Hospital San Juan de Dios,hospital,Medium,Colombia,5.6128544,-75.6245673
Hospital San Juan de Dios,hospital,Medium,Támesis,5.6653532,-75.712994
CliniSanitas,clinic,Low,Colombia,4.1442717,-73.6384793
San Rafael,hospital,Medium,Colombia,5.1301317,-74.1603939
Idar imagenes diagnosticas,clinic,Low,Ibagué,4.437707,-75.2033415
Bioimagen esimed,clinic,Low,Colombia,4.4446068,-75.2333422
I.P.S Pance (puesto de salud),clinic,Low,Colombia,3.3295947,-76.634969
Bienestar vida y salud,clinic,Low,Colombia,5.051388,-75.4853972
Coomeva EPS,clinic,Low,Colombia,6.2296276,-75.5913111
Hospital Nuestra Señora de Guadalupe,hospital,Medium,Guadalupe,6.8156111,-75.240488
Hospital San Antonio,hospital,Medium,Montebello,5.9444968,-75.5232911
IPS ESE Hospital Santamaría,hospital,High,Santa Bárbara,5.871354,-75.564832
IPS Comfama SURA,hospital,Medium,Colombia,6.2456545,-75.5645554
Hospital del sur,hospital,Medium,Colombia,6.1656657,-75.6218374
Hospital San Pio X,hospital,Medium,Colombia,6.411658,-74.7561946
Medical Center,clinic,Low,Colombia,6.2184873,-75.5763702
Hospital La Sagrada Familia,hospital,Medium,Campamento,6.9795354,-75.3001842
Hospital San Rafael,hospital,Medium,Yolombó,6.5916847,-75.0184636
Hospital San Rafael de Pacho,hospital,Medium,Colombia,5.1301728,-74.1603155
Oriente Salud,clinic,Low,Rionegro,6.1616943,-75.3684894
Clínica las americas,clinic,Low,Colombia,3.3259799,-76.2351567
Nueva eps florida,hospital,Medium,Colombia,3.3163233,-76.2371848
Drogueria solinsa tequendama,clinic,Low,Colombia,3.4199988,-76.5444658
OFEX,clinic,Low,Colombia,6.2381215,-75.6007042
Hospital benjamin barney,hospital,Medium,Colombia,3.3217164,-76.2264034
Urgencias benjamin barney,hospital,Medium,Colombia,3.3213995,-76.2261217
Hospital La Paz,hospital,Medium,Puerto Triunfo,5.872305,-74.64018
Hospital Octavio Olivares,hospital,Medium,Puerto Nare,6.18466,-74.583856
Hospital La Misericordia,hospital,Medium,Yalí,6.673346,-74.842429
Hospital San Rafael,hospital,Medium,Santo Domingo,6.4747897,-75.1619301
HOSPITAL,hospital,Medium,Colombia,6.6449251,-75.4599968
Hospital Laureano Pino,hospital,Medium,Colombia,6.8481709,-75.682236
Hospital,hospital,Medium,Colombia,6.814711,-75.241542
HOSPITAL,hospital,Medium,Colombia,6.208224,-75.732622
HOSPITAL,hospital,Medium,Colombia,6.681158,-75.953248
Medical Center,hospital,Medium,Colombia,6.750362,-76.02582
HOSPITAL,hospital,Medium,Colombia,6.404312,-75.982647
Hospital San Juan de Dios,hospital,Medium,Colombia,6.6316577,-76.0657879
HOSPITAL,hospital,Medium,Colombia,6.294397,-75.026343
HOSPITAL,hospital,Medium,San Vicente,6.282818,-75.332085
HOSPITAL,hospital,Medium,Colombia,5.609793,-75.174637
Medical Center,hospital,Medium,Colombia,6.232029,-75.156559
Promedan Ips Santuario,hospital,Medium,Colombia,6.136576,-75.261921
HOSPITAL,hospital,Medium,Colombia,6.057621,-75.186546
Hospital,hospital,Medium,Colombia,6.373932,-75.140366
HOSPITAL,hospital,Medium,Colombia,5.948656,-75.52304
Hospital,hospital,Medium,Colombia,5.965161,-75.735084
HOSPITAL,hospital,Medium,Colombia,6.311033,-76.132915
HOSPITAL,hospital,Medium,Colombia,6.0626407,-75.7927442
HOSPITAL,hospital,Medium,Colombia,5.865957,-75.820945
HOSPITAL,hospital,Medium,Colombia,5.87398,-75.565225
E.S.E Hospital San Vicente Paul,hospital,Medium,Colombia,5.7932465,-75.8394015
HOSPITAL,hospital,Medium,Colombia,5.932994,-75.679965
HOSPITAL,hospital,Medium,Colombia,6.113337,-75.984712
ESE Hospital San Antonio,hospital,High,Betania,5.7487992,-75.9802063
IPS ESE Hospital San Fernando,hospital,High,Colombia,6.0425603,-75.7028892
HOSPITAL SAN BARTOLOMÉ,hospital,Medium,Murindó,6.9803576,-76.8208536
HOSPITAL,hospital,Medium,Colombia,6.165313,-75.621337
HOSPITAL,hospital,Medium,Colombia,6.171281,-75.613242
Centro Médico Guayacanes,clinic,Low,Colombia,5.0560088,-75.487797
Centro de salud Montebello,hospital,Medium,Colombia,3.4842343,-76.5526085
E. S. E. Hospital Tobias Puerta,hospital,Medium,Colombia,6.9000683,-76.1767316
ESE Hospital San Rafael de Venecia,hospital,Medium,Colombia,5.9703046,-75.8367171
Medical Center,hospital,Medium,Colombia,6.7550884,-73.1017945
Clínica de Fracturas,hospital,Medium,Colombia,3.8957385,-76.3030226
Hospital centenario sevilla,hospital,Medium,Colombia,4.26886,-75.928151
ESE Municipal de Bajo Pompeya,clinic,Low,Colombia,4.0386146,-73.3657969
puusto de salud el Retiro,hospital,Medium,Colombia,3.4103407,-76.5003601
Centro de Salud Útica,clinic,Low,Colombia,5.1923571,-74.4784697
Puesto de Salud La Tebaida,hospital,Medium,Colombia,6.0003295,-75.0185942
Medical Center,clinic,Low,Colombia,1.2214569,-77.291654
Angel Laboratorio,hospital,Medium,Jamundi,3.2580677,-76.534036
Centro Médico Jamundí,hospital,High,Jamundi,3.2637528,-76.5392914
CREA,clinic,Low,Colombia,3.0104943,-76.4787518
Nueva EPS,clinic,Low,Colombia,3.0073351,-76.4819149
Centro de Salud,hospital,Medium,Colombia,5.6308877,-72.3024655
Clínica Laser De Piel,clinic,Low,Colombia,6.2406067,-75.587777
San Esteban IPS,hospital,High,Medellín,6.2782437,-75.6361794
Centro de Medicina Familiar,hospital,Medium,Medellín,6.277878,-75.6358643
Hospital de Florencia,hospital,Medium,Colombia,5.5227954,-75.0420837
Hospital integrado san bernardo,hospital,High,Colombia,5.9353224,-73.6136894
Clínica MED,clinic,Low,Colombia,3.4267317,-76.5440867
Clínica O'byrne,clinic,Low,Colombia,3.4371258,-76.5440094
ESE Únidad de Salud Ibague - Puesto de Salud Curalito,hospital,Medium,Colombia,4.4119299,-75.3603485
ESE Únidad de Salud de Ibagué - Puesto de Salud Coello Cócora,hospital,Medium,Colombia,4.4002438,-75.2902518
E.S.E. Sor Teresa Adele,hospital,Medium,Colombia,1.9096811,-75.1547178
Hospital Sagrado Corazón de Jesus,hospital,High,socha,5.9977016,-72.6898752
Hospital San Cayetano,hospital,Medium,Colombia,5.293803,-75.0538301
Hospital Toribio,hospital,Medium,Colombia,2.9606709,-76.2693583
Hospital,hospital,Medium,Colombia,3.6919022,-73.6941335
Hospital Integrado San Juan,hospital,Medium,Cimitarra,6.3282294,-73.9508262
IPS Profamilia Tuluá,hospital,Medium,Colombia,4.0818771,-76.1975543
Ips Idime,hospital,Medium,Colombia,4.8206555,-75.6821859
Centro Vacunación,clinic,Low,Colombia,6.4640028,-71.7298821
Nueva eps,hospital,Medium,Colombia,5.0438977,-75.5124164
IPS ESE Hospital Antonio Roldán Betancur,hospital,High,La Pintada,5.7421248,-75.6056866
ESE Centro de Salud Nuestra Señora del Pilar,hospital,Medium,Colombia,0.8847839,-77.7007269
Urgencias,hospital,Medium,Colombia,0.8847681,-77.7003666
IPS ESE Hospital Nuestra Señora de Fátima,hospital,High,Colombia,4.2847547,-74.8152808
Palmares,clinic,Low,Colombia,2.4521672,-76.5988331
Liga contra el Cáncer,clinic,Low,Colombia,4.4403017,-75.2120939
Salud total,clinic,Low,Colombia,6.170304,-75.610783
Hospital Del Sur,hospital,Medium,Itagüí,6.1649458,-75.6220566
Odonto integral del sur,clinic,Low,Colombia,2.4474821,-76.6191409
Clínica Comfandi,clinic,Low,Colombia,3.5287634,-76.2933169
Drogueria Dallas,hospital,Medium,Comuna 3 - Manrique,6.2668654,-75.5423047
Consultorio Médico Ricaurte,clinic,Low,Colombia,4.4328033,-75.2435074
ESE San José de Pare,hospital,Medium,Colombia,6.017888,-73.5472631
Suxi Medical,clinic,Low,Colombia,6.238882,-75.5937655
Grupo Mente Sana,clinic,Low,Colombia,3.3346993,-76.5256015
Clínica Nuestra,clinic,Low,Colombia,3.4251326,-76.5334955
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud San Rafael,hospital,Medium,Colombia,4.0943054,-76.0415719
IPS ESE Hospital Municipal Ruben Cruz Velez - Puesto de Salud La Santa Cruz,hospital,Medium,Colombia,4.0899591,-76.1722603
Lineas Hospitalarias,hospital,Medium,Colombia,6.2391753,-75.5862165
Incodol,clinic,Low,Colombia,6.2391321,-75.5946754
Medical Center,clinic,Low,Colombia,6.2595678,-75.5991632
Centro de salud Gualmatán,hospital,Medium,Pasto,1.1720607,-77.3183821
Defensa civil,hospital,Medium,Colombia,6.0828401,-75.3373405
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud Farfán,hospital,Medium,Colombia,4.0920414,-76.2159573
IPS ESE Hospital Municipal Ruben Cruz Velez - Puesto de Salud Victoria,hospital,Medium,Colombia,4.0801459,-76.1906874
Clínica de Oncología Astorga,clinic,Low,Colombia,6.2097609,-75.5731943
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud Portales del Río,hospital,Medium,Colombia,4.1040364,-76.198582
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud San Antonio,hospital,Medium,Colombia,4.0950705,-76.1949789
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud Villa Colombia,hospital,Medium,Colombia,4.0988715,-76.2009314
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud Nariño,hospital,Medium,Colombia,4.0946645,-76.2372231
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud Tres Esquinas,hospital,Medium,Colombia,4.1180701,-76.2205658
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud La Marina,hospital,Medium,Colombia,4.0452867,-76.1087325
IPS ESE Hospital Municipal Rubén Cruz Vélez - Puesto de Salud Aguaclara,hospital,Medium,Colombia,4.1137677,-76.1951533
Art & Dent,clinic,Low,Colombia,4.4370759,-75.2156673
centro de salud raizal,hospital,Medium,Colombia,6.2666715,-75.5447521
Consultorio Medico,clinic,Low,Colombia,6.3087776,-75.5676609
Puesto de Salud Pavitas,hospital,Medium,Colombia,3.6601248,-76.5571572
Hospital,hospital,Medium,Colombia,2.2616439,-77.2458534
Sura EPS - Urgencias,clinic,Low,Colombia,3.4086004,-76.5348707
Clínica Corazon Joven - Coven Zona Franca,clinic,Low,Comuna Centro,2.9287098,-75.2865252
S San Antonio,hospital,Medium,Colombia,6.0433499,-72.6364625
Coosalud,hospital,Medium,Colombia,6.0399127,-72.6362357
Espíritu Santo,hospital,Medium,Colombia,2.4784666,-76.5952009
Clinic Salud,clinic,Low,Chiquinquirá,5.6176071,-73.8147587
Clínica Oral Solutions,clinic,Low,Colombia,3.420342,-76.5472575
Medimas EPS,clinic,Low,Chiquinquirá,5.6167632,-73.8160231
Organización Mente Sana,clinic,Low,Colombia,3.4194843,-76.5456577
Organización Mente Sana,clinic,Low,Colombia,3.4195016,-76.5456829
Medilaser,clinic,Low,Colombia,1.6088775,-75.609897
Centro de salud,clinic,Low,Colombia,2.6959619,-76.6787106
Centro de Salud El Espino,hospital,Medium,Colombia,6.4836824,-72.4980357
Coosalud eps,clinic,Low,Colombia,3.4212425,-76.5438909
Nueva eps,clinic,Low,Colombia,3.4679031,-76.5244571
Hospital Las Mercedes,hospital,Medium,Colombia,5.7248258,-72.8499301
"Hospital Local, San Juan de Dios",hospital,Medium,Colombia,5.3795035,-75.166381
Compulab CIAPE,clinic,Low,Colombia,2.4554662,-76.5962279
Totoguampa,hospital,Medium,Colombia,2.636489,-76.526406
Clínica de estética dental,hospital,Medium,Colombia,2.447486,-76.6254621
centro de salud la esmeralda,hospital,Medium,florencia,1.5975165,-75.6009655
Profamilia,clinic,Low,Colombia,2.4401434,-76.6035341
dispensario medico,clinic,Low,Colombia,3.7245476,-75.4945412
Prosalco IPS,hospital,Medium,Colombia,6.6484571,-75.4599446
Centro Médico Santa Rosa,hospital,Medium,Colombia,6.6497946,-75.459982
Puesto De Salud,hospital,Medium,Colombia,4.1721134,-76.0570263
Puesto de Salud Humbo,hospital,Medium,Colombia,5.5982204,-74.2753804
Unidad nivel I sotara,clinic,Low,Colombia,2.2605776,-76.6674226
E.S.E. Hospital Andrés Girardot Güicán,hospital,Medium,Colombia,6.4585899,-72.501466
puesto de salud la nubia,clinic,Low,chinchina,4.9744282,-75.6036973
Puesto de salud,clinic,Low,Colombia,2.6262956,-76.4673677
IPS San Marcos de León,hospital,Medium,Colombia,6.6465278,-75.4596362
Urgencias Ese Camilo Trujillo,hospital,Medium,Colombia,1.7232955,-76.133986
Nueva IPS,clinic,Low,Colombia,2.4550376,-76.601374
IPS Clínica Médico Quirúrgica Alvernia,hospital,High,Colombia,4.08297,-76.1899321
Centro de Atencion Medica Baranca de Upia,hospital,Medium,Colombia,4.5705075,-72.9673382
ESE San Francisco de Asis,hospital,Medium,Colombia,2.0124908,-75.9404942
BOMBEROS,hospital,Medium,Colombia,4.9492199,-75.9583328
CLINITRAUMA,clinic,Low,Colombia,5.9732408,-74.5778313
Centro de Salud,hospital,Medium,Colombia,5.5254555,-74.2316639
Blue Elements,clinic,Low,Colombia,3.4345537,-76.5438375
Cromax Laboratorio,clinic,Low,Colombia,3.4337639,-76.542837
Biomedical,clinic,Low,Colombia,3.4349634,-76.5421034
Biomedical,clinic,Low,Colombia,3.43495,-76.5421477
Puesto de salud,hospital,Medium,Colombia,2.6688409,-75.7800057
Hospital San Roque,hospital,High,Chima,6.344654,-73.3712144
Hospital Santa Ana,hospital,Medium,Colombia,6.8769785,-72.8554988
Puesto de salud Hospital Manuela Beltran Nodo Socorro,hospital,Medium,Colombia,6.4047101,-73.2889268
Puesto de Salud,clinic,Low,Colombia,4.5794034,-74.5741868
ESE Hospital Andrés Girardot Güicán,hospital,Medium,Colombia,6.442272,-72.4574898
Puesto de Salud,hospital,Medium,Colombia,6.5380076,-73.2906053
Puesto de Salud Nodo Hato,hospital,Medium,Colombia,6.5420681,-73.3082434
Diana Bolaños,clinic,Low,Colombia,2.453108,-76.5987571
Centro de salud,clinic,Low,Colombia,2.4494566,-76.6279658
Centro de Salud Molagavita,hospital,High,Molagavita,6.675768,-72.8077475
San Rafael,hospital,Medium,Colombia,6.2671172,-73.2984387
san juan de dios,hospital,Medium,Colombia,6.8972921,-73.2836879
Clini Salud,clinic,Low,Socorro,6.4692246,-73.2617812
Medical Center,hospital,Medium,Colombia,6.4417747,-73.3355398
Medical Center,hospital,Medium,Colombia,4.9285414,-74.1753962
hospital,hospital,High,Simacota,6.4432599,-73.3382658
Medical Armony IPS,clinic,Low,Socorro,6.4691161,-73.2618696
Hospital Local,hospital,Medium,Colombia,4.0874551,-72.955061
Medical Armony IPS,clinic,Low,Socorro,6.4675013,-73.2621951
PSICO SALUD Y TRANSFORMACIÓN,clinic,Low,Colombia,4.7620021,-75.9489393
Centro de Salud la Uvita,hospital,Medium,Colombia,6.3190072,-72.5615644
ESE san benito,hospital,Medium,san benito,6.1285755,-73.5086105
Puesto de Salud Vado Real,hospital,Medium,Vador Real,6.0707276,-73.4092071
Medical Center,hospital,Medium,Colombia,5.923339,-73.9212147
Drogueria Kalu,hospital,Medium,Colombia,4.3121531,-72.0798689
Centro de Salud,hospital,Medium,Colombia,4.3120996,-72.0807245
El Lago,clinic,Low,Pereira,4.8155101,-75.6984412
centro atenci,hospital,Medium,Colombia,3.3697682,-73.8715033
Clinica de la policia,clinic,Low,Colombia,5.0580674,-75.4796474
Ese Primer Nivel Granada Salud,hospital,Medium,CARRERA 5A NO.14A-17,3.5438779,-73.6992154
CARRERA 12 No 13A-08,hospital,Medium,Colombia,3.5408461,-73.7047665
Optica Dr. Mejia del Ariari,hospital,Medium,CARRERA 13 No 19-46,3.5456408,-73.7090898
Cruz Roja Colombiana Seccional Meta.,hospital,Medium,Carrera 16 No 14-26,3.5399882,-73.7094236
Ips Granada,hospital,Medium,CL 14 No 14-13,3.5396298,-73.7066351
SALVADOR SALUD E.U SEDE SALUDCOOP GRANADA No. 2,hospital,Medium,KR 16 No.15-49,3.5404105,-73.7084707
Salvador Salud Sede Granada,hospital,Medium,CALLE 14A No. 3-80,3.5459615,-73.698951
Ortosonrisa Granada,hospital,Medium,Cra 13 N 16 99,3.5428665,-73.7076249
Centro de Rehabilitación Integral de Terapias Eu Crit Eu,hospital,Medium,CALLE 22 No 14- 88 DELICIAS,3.5466409,-73.7128034
Luz Soraya Angel Angel Eu,hospital,Medium,CALLE 15 No 15 -71,3.5396834,-73.7086134
NODILAB IPS GRANADA/ CENTRAL DE ESPECIALISTAS GRANADA,hospital,Medium,CRA 16 No. 13-30-32,3.5379291,-73.708166
NODILAB IPS GRANADA SEDE 3/ CLINICA GRANADA,hospital,Medium,CRA. 16 No. 15-49,3.5397388,-73.7095178
Rehabilitar I.p.s. Granada,hospital,Medium,Calle 10 No. 14-84,3.5358999,-73.7045611
Centro de Especialistas Granada,hospital,Medium,CALLE 15 N° 10-98,3.5404374,-73.7042883
IPS METSALUD S.A.S GRANADA / ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE GRANADA,hospital,Medium,CRA 14 No 14-31,3.5401195,-73.7068894
COMPAÑIA VITAL DE COLOMBIA S.A.S,hospital,Medium,CRA 16 No 15-26 CENTRO,3.5398193,-73.7093003
Vital Ips Granada,hospital,Medium,CRR 16 No 15-26 CENTRO,3.5396815,-73.7091729
Optica Vision Siglo Xxi E.u.,hospital,Medium,CARRERA 13 No. 16-67,3.5427108,-73.7075038
Ips Eden Salud S.a.s,hospital,Medium,CALLE 17 No. 12-68 OFICINA 102,3.5436831,-73.7073407
SER CONDUCTOR Granada,hospital,Medium,Calle 15 N° 14 - 63,3.5402432,-73.7077245
Prointegra Granada,hospital,Medium,CALLE 13 No. 13-30,3.5392812,-73.7054203
